privilege_type,privilege_subcat,privilege_name,points_required,privilege_reserve_infinite_flg,privilege_url,reason,privilege_rank,rag
เอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษ,Hotel & Travel,แลกรับบริการ Airport Premium Service ณ สนามบินสุวรรณภูมิ,37000.0,1,https://www.ttbbank.com/th/ttb-reserve/rewards-aotpremiumservice-buggyfor2p,ลูกค้ามีใช้แต้มแลกในหมวดหมู่ TRAVEL ใน 1 ปี,4,ลูกค้าควรได้สิทธิประโยชน์หรือ privillage :แลกรับบริการ Airport Premium Service ณ สนามบินสุวรรณภูมิซึ่งอยู่ในหมวดหมู่Hotel & Travelเป็นสิทธิประโยชน์ประเภทเอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษเนื่องด้วยลูกค้ามีใช้แต้มแลกในหมวดหมู่ TRAVEL ใน 1 ปีต้องใช้คะแนนทั้งหมด37000.0ดูรายละเอียดได้ที่https://www.ttbbank.com/th/ttb-reserve/rewards-aotpremiumservice-buggyfor2p
เอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษ,Hotel & Travel,แลกรับบริการรถลีมูซีน รับ - ส่ง สนามบิน 1 เที่ยว,30000.0,1,https://www.ttbbank.com/th/ttb-reserve/rewards-limousine-toyota-alphard,ลูกค้ามีใช้จ่ายในหมวดหมู่ RESTAURANT PHYSICAL - INTERNATIONAL ใน 6 เดือน,5,ลูกค้าควรได้สิทธิประโยชน์หรือ privillage :แลกรับบริการรถลีมูซีน รับ - ส่ง สนามบิน 1 เที่ยวซึ่งอยู่ในหมวดหมู่Hotel & Travelเป็นสิทธิประโยชน์ประเภทเอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษเนื่องด้วยลูกค้ามีใช้จ่ายในหมวดหมู่ RESTAURANT PHYSICAL - INTERNATIONAL ใน 6 เดือนต้องใช้คะแนนทั้งหมด30000.0ดูรายละเอียดได้ที่https://www.ttbbank.com/th/ttb-reserve/rewards-limousine-toyota-alphard
เอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษ,Sport & Leisure,บริการกรีนฟี 18 หลุม และรถกอล์ฟ พร้อมแคดดี้ สำหรับ 1 ท่าน ณ Bangkok Golf Club,30000.0,1,https://www.ttbbank.com/th/ttb-reserve/sport-leisure02,ลูกค้ามีใช้จ่ายในหมวดหมู่ HEALTH FITNESS ใน 6 เดือน,6,ลูกค้าควรได้สิทธิประโยชน์หรือ privillage :บริการกรีนฟี 18 หลุม และรถกอล์ฟ พร้อมแคดดี้ สำหรับ 1 ท่าน ณ Bangkok Golf Clubซึ่งอยู่ในหมวดหมู่Sport & Leisureเป็นสิทธิประโยชน์ประเภทเอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษเนื่องด้วยลูกค้ามีใช้จ่ายในหมวดหมู่ HEALTH FITNESS ใน 6 เดือนต้องใช้คะแนนทั้งหมด30000.0ดูรายละเอียดได้ที่https://www.ttbbank.com/th/ttb-reserve/sport-leisure02
เอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษ,Hotel & Travel,แลกรับบริการรถลีมูซีน รับ - ส่ง สนามบิน 1 เที่ยว,30000.0,1,https://www.ttbbank.com/th/ttb-reserve/rewards-limousine-mercedes-benze,ลูกค้ามีใช้แต้มแลกในหมวดหมู่ TRAVEL ใน 1 ปี,7,ลูกค้าควรได้สิทธิประโยชน์หรือ privillage :แลกรับบริการรถลีมูซีน รับ - ส่ง สนามบิน 1 เที่ยวซึ่งอยู่ในหมวดหมู่Hotel & Travelเป็นสิทธิประโยชน์ประเภทเอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษเนื่องด้วยลูกค้ามีใช้แต้มแลกในหมวดหมู่ TRAVEL ใน 1 ปีต้องใช้คะแนนทั้งหมด30000.0ดูรายละเอียดได้ที่https://www.ttbbank.com/th/ttb-reserve/rewards-limousine-mercedes-benze
เอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษ,Hotel & Travel,แลกรับบริการรถลีมูซีน รับ - ส่ง สนามบิน 1 เที่ยว,28000.0,1,https://www.ttbbank.com/th/ttb-reserve/rewards-limousine-hyudai-h1,ลูกค้ามีใช้จ่ายในหมวดหมู่ RESTAURANT PHYSICAL - INTERNATIONAL ใน 6 เดือน,8,ลูกค้าควรได้สิทธิประโยชน์หรือ privillage :แลกรับบริการรถลีมูซีน รับ - ส่ง สนามบิน 1 เที่ยวซึ่งอยู่ในหมวดหมู่Hotel & Travelเป็นสิทธิประโยชน์ประเภทเอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษเนื่องด้วยลูกค้ามีใช้จ่ายในหมวดหมู่ RESTAURANT PHYSICAL - INTERNATIONAL ใน 6 เดือนต้องใช้คะแนนทั้งหมด28000.0ดูรายละเอียดได้ที่https://www.ttbbank.com/th/ttb-reserve/rewards-limousine-hyudai-h1
เอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษ,Hotel & Travel,แลกรับบริการ Airport Premium Service ณ สนามบินสุวรรณภูมิ,26000.0,1,https://www.ttbbank.com/th/ttb-reserve/rewards-aotpremiumservice-buggyfor1p,ลูกค้ามีใช้แต้มแลกในหมวดหมู่ TRAVEL ใน 1 ปี,9,ลูกค้าควรได้สิทธิประโยชน์หรือ privillage :แลกรับบริการ Airport Premium Service ณ สนามบินสุวรรณภูมิซึ่งอยู่ในหมวดหมู่Hotel & Travelเป็นสิทธิประโยชน์ประเภทเอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษเนื่องด้วยลูกค้ามีใช้แต้มแลกในหมวดหมู่ TRAVEL ใน 1 ปีต้องใช้คะแนนทั้งหมด26000.0ดูรายละเอียดได้ที่https://www.ttbbank.com/th/ttb-reserve/rewards-aotpremiumservice-buggyfor1p
เอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษ,Health & Wellness,โค้ดรับบริการ แพ็คเกจนวดผ่อนคลายและบำรุงผิว Let’s Relax,25000.0,1,,ลูกค้ามีใช้จ่ายในหมวดหมู่ HEALTH FITNESS ใน 6 เดือน,10,ลูกค้าควรได้สิทธิประโยชน์หรือ privillage :โค้ดรับบริการ แพ็คเกจนวดผ่อนคลายและบำรุงผิว Let’s Relaxซึ่งอยู่ในหมวดหมู่Health & Wellnessเป็นสิทธิประโยชน์ประเภทเอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษเนื่องด้วยลูกค้ามีใช้จ่ายในหมวดหมู่ HEALTH FITNESS ใน 6 เดือนต้องใช้คะแนนทั้งหมด25000.0ดูรายละเอียดได้ที่
เอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษ,Hotel & Travel,แลกรับบริการ Airport Premium Service ณ สนามบินสุวรรณภูมิ,16000.0,1,https://www.ttbbank.com/th/ttb-reserve/rewards-aotpremiumservice-1pa,ลูกค้ามีใช้จ่ายในหมวดหมู่ RESTAURANT PHYSICAL - INTERNATIONAL ใน 6 เดือน,11,ลูกค้าควรได้สิทธิประโยชน์หรือ privillage :แลกรับบริการ Airport Premium Service ณ สนามบินสุวรรณภูมิซึ่งอยู่ในหมวดหมู่Hotel & Travelเป็นสิทธิประโยชน์ประเภทเอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษเนื่องด้วยลูกค้ามีใช้จ่ายในหมวดหมู่ RESTAURANT PHYSICAL - INTERNATIONAL ใน 6 เดือนต้องใช้คะแนนทั้งหมด16000.0ดูรายละเอียดได้ที่https://www.ttbbank.com/th/ttb-reserve/rewards-aotpremiumservice-1pa
เอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษ,Hotel & Travel,แลกรับบริการห้องพักรับรองพิเศษ Airport Lounge (LoungeKey),13000.0,1,https://www.ttbbank.com/th/ttb-reserve/exclusive-hotel-travel-01,ลูกค้ามีใช้แต้มแลกในหมวดหมู่ TRAVEL ใน 1 ปี,12,ลูกค้าควรได้สิทธิประโยชน์หรือ privillage :แลกรับบริการห้องพักรับรองพิเศษ Airport Lounge (LoungeKey)ซึ่งอยู่ในหมวดหมู่Hotel & Travelเป็นสิทธิประโยชน์ประเภทเอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษเนื่องด้วยลูกค้ามีใช้แต้มแลกในหมวดหมู่ TRAVEL ใน 1 ปีต้องใช้คะแนนทั้งหมด13000.0ดูรายละเอียดได้ที่https://www.ttbbank.com/th/ttb-reserve/exclusive-hotel-travel-01
เอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษ,Hotel & Travel,แลกรับบริการรถลีมูซีน รับ - ส่ง สนามบิน 1 เที่ยว,12000.0,1,https://www.ttbbank.com/th/ttb-reserve/rewards-limousine-toyota-camry,ลูกค้ามีใช้จ่ายในหมวดหมู่ RESTAURANT PHYSICAL - INTERNATIONAL ใน 6 เดือน,13,ลูกค้าควรได้สิทธิประโยชน์หรือ privillage :แลกรับบริการรถลีมูซีน รับ - ส่ง สนามบิน 1 เที่ยวซึ่งอยู่ในหมวดหมู่Hotel & Travelเป็นสิทธิประโยชน์ประเภทเอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษเนื่องด้วยลูกค้ามีใช้จ่ายในหมวดหมู่ RESTAURANT PHYSICAL - INTERNATIONAL ใน 6 เดือนต้องใช้คะแนนทั้งหมด12000.0ดูรายละเอียดได้ที่https://www.ttbbank.com/th/ttb-reserve/rewards-limousine-toyota-camry
เอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษ,Financial Growth,"แลกรับเครดิตเงินคืน 1,200 บาท เมื่อซื้อกองทุนรวมกับทีทีบี",10000.0,1,https://www.ttbbank.com/th/ttb-reserve/rewards-mf,สิทธิ์รับแลกเครดิตเงินคืนสำหรับลูกค้าที่มีบัตร ttb reserve,14,"ลูกค้าควรได้สิทธิประโยชน์หรือ privillage :แลกรับเครดิตเงินคืน 1,200 บาท เมื่อซื้อกองทุนรวมกับทีทีบีซึ่งอยู่ในหมวดหมู่Financial Growthเป็นสิทธิประโยชน์ประเภทเอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษเนื่องด้วยสิทธิ์รับแลกเครดิตเงินคืนสำหรับลูกค้าที่มีบัตร ttb reserveต้องใช้คะแนนทั้งหมด10000.0ดูรายละเอียดได้ที่https://www.ttbbank.com/th/ttb-reserve/rewards-mf"
เอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษ,Financial Growth,"แลกรับเครดิตเงินคืน 1,000 บาท เข้าบัญชีบัตรเครดิต",10000.0,1,https://www.ttbbank.com/th/ttb-reserve/rewards-cash-back,สิทธิ์รับแลกเครดิตเงินคืนสำหรับลูกค้าที่มีบัตร ttb reserve,15,"ลูกค้าควรได้สิทธิประโยชน์หรือ privillage :แลกรับเครดิตเงินคืน 1,000 บาท เข้าบัญชีบัตรเครดิตซึ่งอยู่ในหมวดหมู่Financial Growthเป็นสิทธิประโยชน์ประเภทเอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษเนื่องด้วยสิทธิ์รับแลกเครดิตเงินคืนสำหรับลูกค้าที่มีบัตร ttb reserveต้องใช้คะแนนทั้งหมด10000.0ดูรายละเอียดได้ที่https://www.ttbbank.com/th/ttb-reserve/rewards-cash-back"
เอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษ,Health & Wellness,แพ็คเกจนวดคอบ่าไหล่ พร้อมรับผลิตภัณฑ์จาก THANN  (THANN - Time to Refresh package),8000.0,1,https://www.ttbbank.com/th/ttb-reserve/health-wellness-24,ลูกค้ามีใช้จ่ายในหมวดหมู่ HEALTH FITNESS ใน 6 เดือน,16,ลูกค้าควรได้สิทธิประโยชน์หรือ privillage :แพ็คเกจนวดคอบ่าไหล่ พร้อมรับผลิตภัณฑ์จาก THANN  (THANN - Time to Refresh package)ซึ่งอยู่ในหมวดหมู่Health & Wellnessเป็นสิทธิประโยชน์ประเภทเอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษเนื่องด้วยลูกค้ามีใช้จ่ายในหมวดหมู่ HEALTH FITNESS ใน 6 เดือนต้องใช้คะแนนทั้งหมด8000.0ดูรายละเอียดได้ที่https://www.ttbbank.com/th/ttb-reserve/health-wellness-24
เอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษ,Financial Growth,แลกรับส่วนลดสูงสุด 20% เป็นเครดิตเงินคืนเข้าบัญชีบัตรเครดิต เมื่อแลกคะแนนสะสมเท่ากับค่าเบี้ยประกันชีวิต และ/หรือ ประกันวินาศภัยที่ร่วมรายการ,0.0,1,https://www.ttbbank.com/th/ttb-reserve/rewards-ba,สิทธิ์รับแลกเครดิตเงินคืนสำหรับลูกค้าที่มีบัตร ttb reserve,17,ลูกค้าควรได้สิทธิประโยชน์หรือ privillage :แลกรับส่วนลดสูงสุด 20% เป็นเครดิตเงินคืนเข้าบัญชีบัตรเครดิต เมื่อแลกคะแนนสะสมเท่ากับค่าเบี้ยประกันชีวิต และ/หรือ ประกันวินาศภัยที่ร่วมรายการซึ่งอยู่ในหมวดหมู่Financial Growthเป็นสิทธิประโยชน์ประเภทเอกสิทธิ์ใช้คะแนนแลกของกำนัลพิเศษเนื่องด้วยสิทธิ์รับแลกเครดิตเงินคืนสำหรับลูกค้าที่มีบัตร ttb reserveต้องใช้คะแนนทั้งหมด0.0ดูรายละเอียดได้ที่https://www.ttbbank.com/th/ttb-reserve/rewards-ba
